address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"House for sale, 21904 43rd Ave, Flushing, NY 11361, $1,199,888",,,,,,,,,https://www.zillow.com/homedetails/21904-43rd-Ave-Flushing-NY-11361/32063180_zpid/,,,,,,5,5,"$1,199,888",,,"1,956",House for sale,,
"Co-op for sale, 249-14 60th Ave, Little Neck, NY 11362, $369,000",https://www.greatschools.org/school?id=02325&state=NY,Ps 94 David D Porter,10,"$1,808",https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,5,$0/mo,https://www.zillow.com/homedetails/249-14-60th-Ave-Little-Neck-NY-11362/2091399460_zpid/,George Panagopoulos,(516) 627-2800,https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,8,1,2,"$369,000",,$258/mo,950,Co-op for sale,"$2,200","$355,543"
"House for sale, 14415 Lakewood Ave, Jamaica, NY 11435, $650,000",https://www.greatschools.org/school?id=02530&state=NY,Ps 160 Walter Francis Bishop,3,"$3,123",https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,3,$0/mo,https://www.zillow.com/homedetails/14415-Lakewood-Ave-Jamaica-NY-11435/32137703_zpid/,Joseph Albano,(516) 327-6261,https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,4,3,7,"$650,000","$5,359",$455/mo,"2,457",House for sale,"$2,300/mo","$848,591"
"Apartment for sale, 7 7b Kentucky Way, Manchester Township, NJ 08759, $78,900",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$791,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$323/mo,https://www.zillow.com/homedetails/7-7b-Kentucky-Way-Manchester-Township-NJ-08759/2082786765_zpid/,Jeanmarie J. McSpedon,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,2,"$78,900",,$117/mo,--,Apartment for sale,"$1,300","$74,566"
"Co-op for sale, 270 270 A Aster Pl, Manchester Twp, NJ 08759, $99,000",,,,,,,,,https://www.zillow.com/homedetails/270-270-A-Aster-Pl-Manchester-Twp-NJ-08759/2082139310_zpid/,,,,,,2,2,"$99,000",,,--,Co-op for sale,,
"New construction, 110 Woodside Ln, Whiting, NJ, $334,900",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,"$1,839",https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/110-Woodside-Ln-Whiting-NJ-08759/2081839802_zpid/,,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,2,2,"$334,900",,$497/mo,"1,728",New construction,,"$328,489"
"Apartment for sale, 9 Juniper Ln # B, Whiting, NJ 08759, $110,000",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$797,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$144/mo,https://www.zillow.com/homedetails/9-Juniper-Ln-B-Whiting-NJ-08759/39672870_zpid/,Catherine Kehm,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,1,"$110,000","$1,124",$163/mo,"1,009",Apartment for sale,"$1,200","$105,228"
"New construction, 94 Woodside Ln, Whiting, NJ, $352,150",,,,,,,,,https://www.zillow.com/homedetails/94-Woodside-Ln-Whiting-NJ-08759/2081878710_zpid/,,,,,,2,2,"$352,150",,,"1,728",New construction,,
"Apartment for sale, 29B Birchwood Dr # 50, Whiting, NJ 08759, $89,900",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$934,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$400/mo,https://www.zillow.com/homedetails/29B-Birchwood-Dr-50-Whiting-NJ-08759/2083045577_zpid/,Joseph Vitulli,(609) 493-8080 ext. 7,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,2,"$89,900",,$133/mo,"1,009",Apartment for sale,"$1,250","$84,716"
"Apartment for sale, 521 Lilac Ct # A, Whiting, NJ 08759, $60,000",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,$631,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$275/mo,https://www.zillow.com/homedetails/521-Lilac-Ct-A-Whiting-NJ-08759/2083034456_zpid/,Michael Matthews,Orange Key Realty,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,1,1,"$60,000",,$89/mo,--,Apartment for sale,"$1,250/mo","$58,513"
"New construction, 7A Portsmouth St # A, Whiting, NJ, $86,900",,,,,,,,,https://www.zillow.com/homedetails/7A-Portsmouth-St-A-Whiting-NJ-08759/2081981587_zpid/,,,,,,3,2,"$86,900",,,--,New construction,,
"Apartment for sale, 270 Aster Pl # A, Manchester, NJ 08759, $99,000",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$914,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$326/mo,https://www.zillow.com/homedetails/270-Aster-Pl-A-Manchester-NJ-08759/2084904654_zpid/,Kenneth Freeman,(732) 458-1077,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,2,2,"$99,000",,$147/mo,"1,845",Apartment for sale,"$1,450","$94,062"
"House for sale, 5 Pine Ridge Blvd, Whiting, NJ 08759, $89,900",https://www.greatschools.org/school?id=01091&state=NJ,Whiting Elementary School,5,"$1,181",https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,2,$647/mo,https://www.zillow.com/homedetails/5-Pine-Ridge-Blvd-Whiting-NJ-08759/2087493681_zpid/,Tara Gallagher,(609) 693-4600,https://www.greatschools.org/school?id=01092&state=NJ,Manchester Twp Middle School,6,2,2,"$89,900",,$133/mo,"1,400",House for sale,"$1,350","$85,627"
"New construction, 98 Woodside Ln, Whiting, NJ, $330,650",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,"$1,816",https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$0/mo,https://www.zillow.com/homedetails/98-Woodside-Ln-Whiting-NJ-08759/2081804368_zpid/,,,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,2,2,"$330,650",,$490/mo,"1,728",New construction,,"$325,704"
"House for sale, 108 Chelsea Dr # 72, Whiting, NJ 08759, $119,900",,,,,,,,,https://www.zillow.com/homedetails/108-Chelsea-Dr-72-Whiting-NJ-08759/2082726961_zpid/,,,,,,2,2,"$119,900",,,--,House for sale,,
"Home for sale, 80 Pine Ridge Blvd, Whiting, NJ 08759, $115,000",,,,,,,,,https://www.zillow.com/homedetails/80-Pine-Ridge-Blvd-Whiting-NJ-08759/2125745254_zpid/,,,,,,2,2,"$115,000",,,"1,512",Home for sale,,
"House for sale, 21204 33rd Ave, Flushing, NY 11361, $999,000",https://www.greatschools.org/school?id=02159&state=NY,Ps 41 Crocheron,10,"$4,936",https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,5,$0/mo,https://www.zillow.com/homedetails/21204-33rd-Ave-Flushing-NY-11361/32060337_zpid/,Alex & Jackie Baron,(718) 475-2700,https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,9,2,3,"$999,000","$9,022",$699/mo,"1,783",House for sale,"$2,250/mo","$966,640"
"For sale by owner, 14619 20th Rd, Whitestone, NY 11357, $950,000",https://www.greatschools.org/school?id=02284&state=NY,Ps 79 Francis Lewis,10,"$4,694",https://www.greatschools.org/school?id=02587&state=NY,Jhs 185 Edward Bleeker,2,$0/mo,https://www.zillow.com/homedetails/14619-20th-Rd-Whitestone-NY-11357/143464582_zpid/,(718) 810-4308,,https://www.greatschools.org/school?id=02587&state=NY,Jhs 185 Edward Bleeker,9,2,3,"$950,000",,$665/mo,"1,800",For sale by owner,,
"House for sale, 38 S Chestnut Ave # 72, Whiting, NJ 08759, $122,800",,,,,,,,,https://www.zillow.com/homedetails/38-S-Chestnut-Ave-72-Whiting-NJ-08759/2096965819_zpid/,,,,,,1,2,"$122,800",,,858,House for sale,,
"New construction, 17208 67th Ave, Flushing, NY, $1,850,000",https://www.greatschools.org/school?id=02563&state=NY,Ps 173 Fresh Meadow,9,"$9,141",https://www.greatschools.org/school?id=02659&state=NY,Jhs 216 George J Ryan,6,$0/mo,https://www.zillow.com/homedetails/17208-67th-Ave-Flushing-NY-11365/32074448_zpid/,Lian Joyce Loc,(718) 475-2700,https://www.greatschools.org/school?id=02659&state=NY,Jhs 216 George J Ryan,10,6,5,"$1,850,000","$14,045","$1,295/mo","3,000",New construction,"$3,000","$1,724,510"
"Townhouse for sale, 17030 Foch Blvd, Queens, NY 11434, $525,000",https://www.greatschools.org/school?id=02468&state=NY,Ps 140 Edward K Ellington,3,"$2,572",https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,3,$0/mo,https://www.zillow.com/homedetails/17030-Foch-Blvd-Queens-NY-11434/32189807_zpid/,Willie-Mae Perry,(917) 543-0917,https://www.greatschools.org/school?id=02852&state=NY,Jhs 8 Richard S Grossley,4,2,2,"$525,000","$3,817",$368/mo,"2,280",Townhouse for sale,"$2,200","$522,739"
"Co-op for sale, 7108 252nd St # 73B, Bellerose, NY 11426, $200,000",https://www.greatschools.org/school?id=02590&state=NY,Ps 186 Castlewood,10,"$1,759",https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,2,$753/mo,https://www.zillow.com/homedetails/7108-252nd-St-73B-Bellerose-NY-11426/219878527_zpid/,Bart Olszewski,(347) 839-8099,https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,8,1,1,"$200,000",,$140/mo,--,Co-op for sale,"$1,800","$194,960"
"Apartment for sale, 3246 73rd St, Flushing, NY 11370, $999,999",https://www.greatschools.org/school?id=02506&state=NY,Ps 152 Gwendolyn N Alleyne School,8,"$4,941",https://www.greatschools.org/school?id=06434&state=NY,Is 230,3,$0/mo,https://www.zillow.com/homedetails/3246-73rd-St-Flushing-NY-11370/31955004_zpid/,The Lettieri Team,(631) 360-2800,https://www.greatschools.org/school?id=06434&state=NY,Is 230,9,2,3,"$999,999","$6,836",$700/mo,"1,417",Apartment for sale,"$2,000/mo","$953,598"
"House for sale, 122 82nd Road, Kew Gardens, NY 11415, $3,650,000",https://www.greatschools.org/school?id=02342&state=NY,Ps 99 Kew Gardens,7,"$18,035",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,3,$0/mo,https://www.zillow.com/homedetails/122-82nd-Road-Kew-Gardens-NY-11415/2082285008_zpid/,Patricia Pietra Gaglio,(516) 865-1800,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,5,8,"$3,650,000",,"$2,555/mo","3,500",House for sale,"$9,407","$3,400,645"
"House for sale, 15112 33rd Ave, Flushing, NY 11354, $825,888",,,,,,,,,https://www.zillow.com/homedetails/15112-33rd-Ave-Flushing-NY-11354/32043023_zpid/,,,,,,2,3,"$825,888",,,"1,488",House for sale,,
"House for sale, 20013 33rd Ave, Flushing, NY 11361, $730,000",https://www.greatschools.org/school?id=02527&state=NY,Ps 159,9,"$3,508",https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,5,$0/mo,https://www.zillow.com/homedetails/20013-33rd-Ave-Flushing-NY-11361/32058800_zpid/,Katie Qu,(646) 610-0360,https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,9,2,3,"$730,000","$4,197",$511/mo,"2,000",House for sale,"$2,400","$705,661"
"Townhouse for sale, 3212 87th St, Flushing, NY 11369, $895,000",https://www.greatschools.org/school?id=02492&state=NY,Ps 148,4,"$4,301",https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,3,$0/mo,https://www.zillow.com/homedetails/3212-87th-St-Flushing-NY-11369/31962303_zpid/,Justin Martinez,Source: Compass via MLS,https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,8,3,3,"$895,000","$6,246",$627/mo,"1,800",Townhouse for sale,"$2,700","$866,271"
"Pre-foreclosure, 3724 63rd St, Flushing, NY 11377, Estimate $405,643",https://www.greatschools.org/school?id=02059&state=NY,Ps 11 Kathryn Phelan,8,"$1,987",https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,3,$0/mo,https://www.zillow.com/homedetails/3724-63rd-St-Flushing-NY-11377/31956224_zpid/,,,https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,7,1,2, ,"$6,371",$284/mo,720,Pre-foreclosure,,"$405,643"
"House for sale, 7622 173rd St, Flushing, NY 11366, $1,159,900",https://www.greatschools.org/school?id=02563&state=NY,Ps 173 Fresh Meadow,9,"$5,731",https://www.greatschools.org/school?id=02659&state=NY,Jhs 216 George J Ryan,7,$0/mo,https://www.zillow.com/homedetails/7622-173rd-St-Flushing-NY-11366/32076608_zpid/,Berta Yadgarova,(718) 570-9550,https://www.greatschools.org/school?id=02659&state=NY,Jhs 216 George J Ryan,10,2,3,"$1,159,900","$8,814",$812/mo,"4,275",House for sale,"$2,800/mo","$1,083,920"
"Apartment for sale, 2625 30th St, Astoria, NY 11102, $1,350,000",https://www.greatschools.org/school?id=02074&state=NY,Ps 17 Henry David Thoreau,4,"$6,671",https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,2,$0/mo,https://www.zillow.com/homedetails/2625-30th-St-Astoria-NY-11102/31938895_zpid/,Anthony Lo Verme,(917) 837-2072,https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,6,3,7,"$1,350,000","$5,849",$945/mo,"2,886",Apartment for sale,,
"For sale by owner, 8043 262nd St, Glen Oaks, NY 11004, $718,000",https://www.greatschools.org/school?id=02390&state=NY,P.S. 115 Glen Oaks,9,"$3,450",https://www.greatschools.org/school?id=02561&state=NY,Irwin Altman Middle School 172,2,$0/mo,https://www.zillow.com/homedetails/8043-262nd-St-Glen-Oaks-NY-11004/2081791380_zpid/,Mark LI,,https://www.greatschools.org/school?id=02561&state=NY,Irwin Altman Middle School 172,9,3,4,"$718,000",,$503/mo,--,For sale by owner,"$2,800","$726,889"
"House for sale, 6947 Manse St, Flushing, NY 11375, $1,150,000",https://www.greatschools.org/school?id=02481&state=NY,Ps 144 Col Jeromus Remsen,8,"$5,682",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,5,$0/mo,https://www.zillow.com/homedetails/6947-Manse-St-Flushing-NY-11375/32003613_zpid/,Adeel Razzaq,(917) 789-0888,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,3,3,"$1,150,000","$5,921",$805/mo,"1,494",House for sale,"$2,500/mo","$1,050,710"
"Co-op for sale, 7025 Yellowstone Blvd APT 20O, Forest Hills, NY 11375, $399,000",https://www.greatschools.org/school?id=02481&state=NY,Ps 144 Col Jeromus Remsen,8,"$2,888",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,3,$934/mo,https://www.zillow.com/homedetails/7025-Yellowstone-Blvd-APT-20O-Forest-Hills-NY-11375/102961500_zpid/,Steven Baroumis,(917) 686-6088,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,1,1,"$399,000",--,$279/mo,--,Co-op for sale,"$2,300/mo","$390,076"
"Co-op for sale, 8385 Woodhaven Blvd APT 1P, Woodhaven, NY 11421, $235,000",https://www.greatschools.org/school?id=02386&state=NY,Ps 113 Isaac Chauncey,9,"$1,182",https://www.greatschools.org/school?id=02023&state=NY,Newtown High School,,$0/mo,https://www.zillow.com/homedetails/8385-Woodhaven-Blvd-APT-1P-Woodhaven-NY-11421/87617792_zpid/,Malgorzata Guerrero,(718) 779-1111,https://www.greatschools.org/school?id=02023&state=NY,Newtown High School,3,1,2,"$235,000",--,$165/mo,788,Co-op for sale,"$1,800/mo","$230,544"
"House for sale, 8835 69th Ave, Flushing, NY 11375, $789,888",https://www.greatschools.org/school?id=02481&state=NY,Ps 144 Col Jeromus Remsen,8,"$3,795",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,5,$0/mo,https://www.zillow.com/homedetails/8835-69th-Ave-Flushing-NY-11375/32002805_zpid/,Vlad Pinkh,(718) 899-7000,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,3,3,"$789,888","$6,296",$553/mo,"1,360",House for sale,"$2,500","$774,071"
"House for sale, 6291 Booth St, Flushing, NY 11374, $990,000",https://www.greatschools.org/school?id=02640&state=NY,Ps 206 The Horace Harding School,6,"$4,892",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,5,$0/mo,https://www.zillow.com/homedetails/6291-Booth-St-Flushing-NY-11374/31998671_zpid/,Strictly Realty,(917) 697-3760,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,3,4,"$990,000","$6,146",$693/mo,"1,344",House for sale,"$2,700/mo","$948,342"
"Apartment for rent, 4204 50th Ave # A, Woodside, NY 11377, $2,650/mo",,,,,,,,,https://www.zillow.com/homedetails/4204-50th-Ave-A-Woodside-NY-11377/2081460373_zpid/,,,,,,2,2,"$2,650/mo",,,--,Apartment for rent,,
"Foreclosure, 11539 226th St, Jamaica, NY 11411, $315,000",,,,,,,,,https://www.zillow.com/homedetails/11539-226th-St-Jamaica-NY-11411/32165218_zpid/,,,,,,1,3,"$315,000",,,"1,290",Foreclosure,,
"Apartment for sale, 9152 116th St, Richmond Hill, NY 11418, $948,000",https://www.greatschools.org/school?id=02312&state=NY,Ps 90 Horace Mann,4,"$4,684",https://www.greatschools.org/school?id=07039&state=NY,Ms 137 America S School Of Heroes,3,$0/mo,https://www.zillow.com/homedetails/9152-116th-St-Richmond-Hill-NY-11418/2104358342_zpid/,Jamie Zheng,(718) 886-0668,https://www.greatschools.org/school?id=07039&state=NY,Ms 137 America S School Of Heroes,7,4,10,"$948,000",,$664/mo,--,Apartment for sale,"$2,600/mo","$922,717"
"Apartment for rent, 2277 Steinway St # A2, Astoria, NY 11105, $1,550/mo",https://www.greatschools.org/school?id=02298&state=NY,Ps 84 Steinway,5,,https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,3,,https://www.zillow.com/homedetails/2277-Steinway-St-A2-Astoria-NY-11105/2081460372_zpid/,Anna Pobyvanets,(347) 559-9285,https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,9,1,Studio,"$1,550/mo",,,450,Apartment for rent,,
"Apartment for rent, 5006 46th St APT 3C, Woodside, NY 11377, $1,600/mo",https://www.greatschools.org/school?id=02624&state=NY,Ps 199 Maurice A Fitzgerald,6,,https://www.greatschools.org/school?id=02422&state=NY,Is 125 Thomas J Mccann Woodside,2,,https://www.zillow.com/homedetails/5006-46th-St-APT-3C-Woodside-NY-11377/2089477699_zpid/,David Sokolowski,(212) 252-8772 ext. 4269,https://www.greatschools.org/school?id=02422&state=NY,Is 125 Thomas J Mccann Woodside,8,1,1,"$1,600/mo",,,--,Apartment for rent,,"$1,825/mo"
"Co-op for sale, 21-36 33rd Rd APT 3B, Astoria, NY 11106, $385,000",https://www.greatschools.org/school?id=02548&state=NY,Ps 166 Henry Gradstein,8,"$2,590",https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,2,$704/mo,https://www.zillow.com/homedetails/21-36-33rd-Rd-APT-3B-Astoria-NY-11106/79508869_zpid/,Bianca Colasuonno,(212) 913-9058,https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,5,1,1,"$385,000",--,$270/mo,700,Co-op for sale,"$1,900","$378,338"
"House for sale, 4950 Horatio Pkwy, Flushing, NY 11364, $1,125,000",,,,,,,,,https://www.zillow.com/homedetails/4950-Horatio-Pkwy-Flushing-NY-11364/32085715_zpid/,,,,,,3,4,"$1,125,000",,,"2,280",House for sale,,
"House for sale, 7608 Aquatic Dr, Far Rockaway, NY 11692, $700,000",https://www.greatschools.org/school?id=02582&state=NY,Ps 183 Dr Richard R Green,3,"$3,364",https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,,$0/mo,https://www.zillow.com/homedetails/7608-Aquatic-Dr-Far-Rockaway-NY-11692/68316646_zpid/,Thidar kyaw,(212) 575-7775,https://www.greatschools.org/school?id=13520&state=NY,Rockaway Park High School For Environmental Sustai,2,4,5,"$700,000","$6,360",$490/mo,"2,905",House for sale,"$2,349/mo","$822,257"
"Co-op for sale, 2106 35th St APT 5D, Astoria, NY 11105, $225,000",,,,,,,,,https://www.zillow.com/homedetails/2106-35th-St-APT-5D-Astoria-NY-11105/245427172_zpid/,,,,,,1,1,"$225,000",,,600,Co-op for sale,,
"Condo for sale, 8C Valley Forge Dr, Whiting, NJ 08759, $34,000",https://www.greatschools.org/school?id=04141&state=NJ,N J Reg Day  Jackson,NA,$428,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,,$226/mo,https://www.zillow.com/homedetails/8C-Valley-Forge-Dr-Whiting-NJ-08759/2081624253_zpid/,Amelia Bruszewski,(866) 632-6267,https://www.greatschools.org/school?id=01089&state=NJ,Manchester High School,2,1,1,"$34,000",,$50/mo,--,Condo for sale,,
